	zip	city	state	latitude	longitude	timezone	dst
60	666	Juncos	PR	18.228952	-65.921356	-4	0
61	667	Lajas	PR	18.017819	-67.04226	-4	0
62	669	Lares	PR	18.288418	-66.87503000000001	-4	0
63	670	Las Marias	PR	18.241343	-66.97604	-4	0
64	671	Las Piedras	PR	18.1789	-65.869939	-4	0
65	674	Manati	PR	18.426137	-66.48697	-4	0
66	676	Moca	PR	18.37956	-67.08424000000001	-4	0
67	677	Rincon	PR	18.336121	-67.23675	-4	0
68	678	Quebradillas	PR	18.442334	-66.93275	-4	0
69	680	Mayaguez	PR	18.205232000000002	-67.12655	-4	0
70	681	Mayaguez	PR	18.219023	-67.50806800000001	-4	0
71	682	Mayaguez	PR	18.208402	-67.15428	-4	0
72	683	San German	PR	18.092807	-67.04524	-4	0
73	685	San Sebastian	PR	18.332595	-66.98104000000001	-4	0
74	687	Morovis	PR	18.317079999999997	-66.41528000000001	-4	0
75	688	Sabana Hoyos	PR	18.40415	-66.61348000000001	-4	0
76	690	San Antonio	PR	18.495369	-67.09867	-4	0
77	692	Vega Alta	PR	18.419666	-66.33185999999999	-4	0
78	693	Vega Baja	PR	18.440667	-66.3921	-4	0
79	694	Vega Baja	PR	18.443109	-66.398302	-4	0
80	698	Yauco	PR	18.06547	-66.85587	-4	0
81	703	Aguas Buenas	PR	18.246205	-66.12827	-4	0
82	704	Aguirre	PR	17.970112	-66.22291	-4	0
83	705	Aibonito	PR	18.12942	-66.26541	-4	0
84	707	Maunabo	PR	18.014505	-65.91018000000001	-4	0
85	714	Arroyo	PR	17.987288	-66.05552	-4	0
86	715	Mercedita	PR	18.003492	-66.55868000000001	-4	0
87	716	Ponce	PR	17.999066	-66.59965	-4	0
88	717	Ponce	PR	18.004303	-66.61374	-4	0
89	718	Naguabo	PR	18.22048	-65.74293	-4	0
90	719	Naranjito	PR	18.294570999999998	-66.25098	-4	0
91	720	Orocovis	PR	18.217827	-66.42265	-4	0
92	721	Palmer	PR	18.364161	-65.778288	-4	0
93	723	Patillas	PR	18.023196	-66.0131	-4	0
94	725	Caguas	PR	18.233926999999998	-66.04502	-4	0
95	726	Caguas	PR	18.212965	-66.058033	-4	0
96	728	Ponce	PR	18.013353	-66.65218	-4	0
97	729	Canovanas	PR	18.35615	-65.89089	-4	0
98	730	Ponce	PR	18.022626000000002	-66.61726999999999	-4	0
99	731	Ponce	PR	18.077329000000002	-66.61192	-4	0
100	732	Ponce	PR	18.021781	-66.613742	-4	0
101	733	Ponce	PR	18.019331	-66.619165	-4	0
102	734	Ponce	PR	17.999499	-66.643934	-4	0
103	735	Ceiba	PR	18.258444	-65.65987	-4	0
104	736	Cayey	PR	18.112895	-66.15377	-4	0
105	737	Cayey	PR	18.102967	-66.139274	-4	0
106	738	Fajardo	PR	18.32265	-65.66116	-4	0
107	739	Cidra	PR	18.16984	-66.16271	-4	0
108	740	Puerto Real	PR	18.331711	-65.62761	-4	0
109	741	Punta Santiago	PR	18.160754999999998	-65.75765	-4	0
110	742	Roosevelt Roads	PR	18.264872	-65.594769	-4	0
111	744	Rio Blanco	PR	18.206329	-65.74305799999999	-4	0
112	745	Rio Grande	PR	18.366213000000002	-65.82276999999999	-4	0
113	747	Lluveras	PR	18.069474	-66.952589	-4	0
114	748	Fajardo	PR	18.326732	-65.652484	-4	0
115	751	Salinas	PR	17.993803	-66.26534000000001	-4	0
116	752	San Antonio	PR	18.493745	-67.097726	-4	0
117	754	San Lorenzo	PR	18.15633	-65.96831	-4	0
118	757	Santa Isabel	PR	17.98631	-66.39457	-4	0
119	761	Utuado	PR	18.265445	-66.702364	-4	0
120	762	Vega Alta	PR	18.420218	-66.32428399999999	-4	0
121	763	Monserrate	PR	18.452175	-66.399836	-4	0
122	764	Vega Baja	PR	18.452084	-66.397138	-4	0
123	765	Vieques	PR	18.125664	-65.45603	-4	0
124	766	Villalba	PR	18.126023	-66.48208000000001	-4	0
125	767	Yabucoa	PR	18.072751999999998	-65.89703	-4	0
126	768	Yauco	PR	18.030715	-66.856181	-4	0
127	769	Coamo	PR	18.092813	-66.3611	-4	0
128	771	Las Piedras	PR	18.18744	-65.87088	-4	0
129	772	Loiza	PR	18.427674	-65.87605	-4	0
130	773	Luquillo	PR	18.361344	-65.72133000000001	-4	0
131	775	Culebra	PR	18.311149	-65.29257	-4	0
132	777	Juncos	PR	18.224088000000002	-65.91315999999999	-4	0
133	778	Gurabo	PR	18.258628	-65.97791	-4	0
134	780	Coto Laurel	PR	18.068538	-66.55939000000001	-4	0
135	782	Comerio	PR	18.223348	-66.2267	-4	0
136	783	Corozal	PR	18.304873999999998	-66.32305	-4	0
137	784	Guayama	PR	17.984137	-66.12779	-4	0
138	785	Guayama	PR	18.018822	-66.795603	-4	0
139	786	La Plata	PR	18.128092000000002	-66.26871700000001	-4	0
140	791	Humacao	PR	18.147257	-65.82269000000001	-4	0
141	792	Humacao	PR	18.138029	-65.788499	-4	0
142	794	Barranquitas	PR	18.204294	-66.31058	-4	0
143	795	Juana Diaz	PR	18.036253	-66.50289000000001	-4	0
144	801	St Thomas	VI	18.322285	-64.96371500000001	-4	0
145	802	St Thomas	VI	18.322285	-64.96371500000001	-4	0
146	803	St Thomas	VI	18.322285	-64.96371500000001	-4	0
147	804	St Thomas	VI	18.322285	-64.96371500000001	-4	0
148	805	St Thomas	VI	18.322285	-64.96371500000001	-4	0
149	820	Christiansted	VI	17.734211	-64.73469399999999	-4	0
150	821	Christiansted	VI	17.734211	-64.73469399999999	-4	0
151	822	Christiansted	VI	17.734211	-64.73469399999999	-4	0
152	823	Christiansted	VI	17.734211	-64.73469399999999	-4	0
153	824	Christiansted	VI	17.734211	-64.73469399999999	-4	0
154	830	St John	VI	18.32816	-64.740737	-4	0
155	831	St John	VI	18.32816	-64.740737	-4	0
156	840	Frederiksted	VI	17.734211	-64.73469399999999	-4	0
157	841	Frederiksted	VI	17.734211	-64.73469399999999	-4	0
158	850	Kingshill	VI	17.734211	-64.73469399999999	-4	0
159	851	Kingshill	VI	17.734211	-64.73469399999999	-4	0
160	901	San Juan	PR	18.465426	-66.10786	-4	0
161	902	San Juan	PR	18.410462	-66.06053299999999	-4	0
162	906	San Juan	PR	18.46454	-66.10079	-4	0
163	907	San Juan	PR	18.451131	-66.07798000000001	-4	0
164	908	San Juan	PR	18.410462	-66.06053299999999	-4	0
165	909	San Juan	PR	18.442282000000002	-66.06764	-4	0
166	910	San Juan	PR	18.410462	-66.06053299999999	-4	0
167	911	San Juan	PR	18.45009	-66.0577	-4	0
168	912	San Juan	PR	18.445946	-66.05928	-4	0
169	913	San Juan	PR	18.450907	-66.04256	-4	0
170	914	San Juan	PR	18.410462	-66.06053299999999	-4	0
171	915	San Juan	PR	18.436995	-66.04888000000001	-4	0
172	916	San Juan	PR	18.410462	-66.06053299999999	-4	0
173	917	San Juan	PR	18.422263	-66.0513	-4	0
174	918	San Juan	PR	18.417668	-66.06494	-4	0
175	919	San Juan	PR	18.410462	-66.06053299999999	-4	0
176	920	San Juan	PR	18.41242	-66.09069000000001	-4	0
177	921	San Juan	PR	18.394019	-66.08633	-4	0
178	922	San Juan	PR	18.410462	-66.06053299999999	-4	0
179	923	San Juan	PR	18.410681	-66.03806	-4	0
180	924	San Juan	PR	18.401917	-66.01194	-4	0
181	925	San Juan	PR	18.400006	-66.05028	-4	0
182	926	San Juan	PR	18.361363	-66.0562	-4	0
183	927	San Juan	PR	18.39184	-66.06867	-4	0
184	928	San Juan	PR	18.410462	-66.06053299999999	-4	0
185	929	San Juan	PR	18.410462	-66.06053299999999	-4	0
186	930	San Juan	PR	18.410462	-66.06053299999999	-4	0
187	931	San Juan	PR	18.410462	-66.06053299999999	-4	0
188	933	San Juan	PR	18.410462	-66.06053299999999	-4	0
189	934	Fort Buchanan	PR	18.413511	-66.12198000000001	-4	0
190	935	San Juan	PR	18.410462	-66.06053299999999	-4	0
191	936	San Juan	PR	18.410462	-66.06053299999999	-4	0
192	937	San Juan	PR	18.410462	-66.06053299999999	-4	0
193	938	San Juan	PR	18.410462	-66.06053299999999	-4	0
194	939	San Juan	PR	18.410462	-66.06053299999999	-4	0
195	940	San Juan	PR	18.410462	-66.06053299999999	-4	0
196	949	Toa Baja	PR	18.433173	-66.2042	-4	0
197	950	Toa Baja	PR	18.457760999999998	-66.196503	-4	0
198	951	Toa Baja	PR	18.457760999999998	-66.196503	-4	0
199	952	Sabana Seca	PR	18.429218	-66.18014000000001	-4	0
200	953	Toa Alta	PR	18.36802	-66.23414	-4	0
201	954	Toa Alta	PR	18.358939000000003	-66.258108	-4	0
202	955	San Juan	PR	18.410462	-66.06053299999999	-4	0
203	956	Bayamon	PR	18.34216	-66.16643	-4	0
204	957	Bayamon	PR	18.369674	-66.18669	-4	0
205	958	Bayamon	PR	18.34487	-66.166014	-4	0
206	959	Bayamon	PR	18.387063	-66.15943	-4	0
207	960	Bayamon	PR	18.34487	-66.166014	-4	0
208	961	Bayamon	PR	18.412461999999998	-66.16033	-4	0
209	962	Catano	PR	18.437683	-66.13847	-4	0
210	963	Catano	PR	18.443217	-66.13929300000001	-4	0
211	965	Guaynabo	PR	18.431453	-66.11703	-4	0
212	966	Guaynabo	PR	18.398507000000002	-66.11522	-4	0
213	968	Guaynabo	PR	18.408479	-66.1025	-4	0
214	969	Guaynabo	PR	18.366981	-66.10889	-4	0
215	970	Guaynabo	PR	18.359143	-66.11229499999999	-4	0
216	971	Guaynabo	PR	18.329688	-66.11876	-4	0
217	975	San Juan	PR	18.410462	-66.06053299999999	-4	0
218	976	Trujillo Alto	PR	18.346767	-66.00561	-4	0
219	977	Trujillo Alto	PR	18.337004	-65.990099	-4	0
220	978	St Just	PR	18.337004	-65.990099	-4	0
221	979	Carolina	PR	18.431885	-66.0127	-4	0
222	981	Carolina	PR	18.410462	-66.06053299999999	-4	0
223	982	Carolina	PR	18.409345000000002	-65.99313000000001	-4	0
224	983	Carolina	PR	18.414407999999998	-65.97582	-4	0
225	984	Carolina	PR	18.393355	-65.972495	-4	0
226	985	Carolina	PR	18.374896	-65.94691	-4	0
227	986	Carolina	PR	18.393355	-65.972495	-4	0
228	987	Carolina	PR	18.372228	-65.96275	-4	0
229	988	Carolina	PR	18.393355	-65.972495	-4	0
230	1001	Agawam	MA	42.070609999999995	-72.62029	-5	1
231	1002	Amherst	MA	42.377651	-72.50323	-5	1
232	1003	Amherst	MA	42.369562	-72.63599	-5	1
233	1004	Amherst	MA	42.384494000000004	-72.513183	-5	1
234	1005	Barre	MA	42.412094	-72.10443000000001	-5	1
235	1007	Belchertown	MA	42.278424	-72.411	-5	1
236	1008	Blandford	MA	42.174313	-72.94828000000001	-5	1
237	1009	Bondsville	MA	42.206092	-72.340486	-5	1
238	1010	Brimfield	MA	42.126038	-72.20551999999999	-5	1
239	1011	Chester	MA	42.271442	-73.01958	-5	1
240	1012	Chesterfield	MA	42.390836	-72.84356	-5	1
241	1013	Chicopee	MA	42.161491999999996	-72.60316	-5	1
242	1014	Chicopee	MA	42.170730999999996	-72.604842	-5	1
243	1020	Chicopee	MA	42.175992	-72.57265	-5	1
244	1021	Chicopee	MA	42.170730999999996	-72.604842	-5	1
245	1022	Chicopee	MA	42.196666	-72.55606	-5	1
246	1026	Cummington	MA	42.465041	-72.91813	-5	1
247	1027	Easthampton	MA	42.27279	-72.68677	-5	1
248	1028	East Longmeadow	MA	42.066795	-72.5102	-5	1
249	1029	East Otis	MA	42.175896	-73.04204	-5	1
250	1030	Feeding Hills	MA	42.070774	-72.67248000000001	-5	1
251	1031	Gilbertville	MA	42.330709999999996	-72.18833000000001	-5	1
252	1032	Goshen	MA	42.45792	-72.81551	-5	1
253	1033	Granby	MA	42.254563	-72.51831	-5	1
254	1034	Granville	MA	42.086224	-72.94464	-5	1
255	1035	Hadley	MA	42.35549	-72.5733	-5	1
256	1036	Hampden	MA	42.064703	-72.41735	-5	1
257	1037	Hardwick	MA	42.374202000000004	-72.19524	-5	1
258	1038	Hatfield	MA	42.375155	-72.60831999999999	-5	1
259	1039	Haydenville	MA	42.381475	-72.69259	-5	1
260	1040	Holyoke	MA	42.201890999999996	-72.6242	-5	1
261	1041	Holyoke	MA	42.170730999999996	-72.604842	-5	1
262	1050	Huntington	MA	42.290209000000004	-72.87942	-5	1
263	1053	Leeds	MA	42.353105	-72.70206	-5	1
264	1054	Leverett	MA	42.479839	-72.49879	-5	1
265	1056	Ludlow	MA	42.174893	-72.47068	-5	1
266	1057	Monson	MA	42.089269	-72.317	-5	1
267	1059	North Amherst	MA	42.369562	-72.63599	-5	1
268	1060	Northampton	MA	42.324539	-72.63561	-5	1
269	1061	Northampton	MA	42.369562	-72.63599	-5	1
270	1062	Florence	MA	42.324232	-72.67915	-5	1
271	1063	Northampton	MA	42.317939	-72.64023399999999	-5	1
272	1066	North Hatfield	MA	42.406696999999994	-72.633901	-5	1
273	1068	Oakham	MA	42.349769	-72.04413000000001	-5	1
274	1069	Palmer	MA	42.176401	-72.32646	-5	1
275	1070	Plainfield	MA	42.515853	-72.91660999999999	-5	1
276	1071	Russell	MA	42.165931	-72.85153000000001	-5	1
277	1072	Shutesbury	MA	42.486027	-72.42208000000001	-5	1
278	1073	Southampton	MA	42.223884999999996	-72.72776999999999	-5	1
279	1074	South Barre	MA	42.375997999999996	-72.149388	-5	1
280	1075	South Hadley	MA	42.234891	-72.58243	-5	1
281	1077	Southwick	MA	42.05283	-72.76966	-5	1
282	1079	Thorndike	MA	42.192892	-72.329574	-5	1
283	1080	Three Rivers	MA	42.180563	-72.36518000000001	-5	1
284	1081	Wales	MA	42.058023999999996	-72.22516999999999	-5	1
285	1082	Ware	MA	42.270610999999995	-72.26066999999999	-5	1
286	1083	Warren	MA	42.204679999999996	-72.20259	-5	1
287	1084	West Chesterfield	MA	42.379807	-72.89043000000001	-5	1
288	1085	Westfield	MA	42.133642	-72.75029	-5	1
289	1086	Westfield	MA	42.173428	-72.847964	-5	1
290	1088	West Hatfield	MA	42.388831	-72.6321	-5	1
291	1089	West Springfield	MA	42.112792999999996	-72.64066	-5	1
292	1090	West Springfield	MA	42.170730999999996	-72.604842	-5	1
293	1092	West Warren	MA	42.210777	-72.23904	-5	1
294	1093	Whately	MA	42.442673	-72.652511	-5	1
295	1094	Wheelwright	MA	42.358201	-72.140846	-5	1
296	1095	Wilbraham	MA	42.12531	-72.44057	-5	1
297	1096	Williamsburg	MA	42.415236	-72.78271	-5	1
298	1097	Woronoco	MA	42.161743	-72.845912	-5	1
299	1098	Worthington	MA	42.399054	-72.93871	-5	1
300	1101	Springfield	MA	42.170730999999996	-72.604842	-5	1
301	1102	Springfield	MA	42.170730999999996	-72.604842	-5	1
302	1103	Springfield	MA	42.103294	-72.59111999999999	-5	1
303	1104	Springfield	MA	42.130342999999996	-72.57338	-5	1
304	1105	Springfield	MA	42.096644	-72.5798	-5	1
305	1106	Longmeadow	MA	42.050395	-72.5712	-5	1
306	1107	Springfield	MA	42.120193	-72.6061	-5	1
307	1108	Springfield	MA	42.084094	-72.55523000000001	-5	1
308	1109	Springfield	MA	42.116277000000004	-72.55031	-5	1
309	1111	Springfield	MA	42.170730999999996	-72.604842	-5	1
310	1114	Springfield	MA	42.170730999999996	-72.604842	-5	1
311	1115	Springfield	MA	42.102894	-72.591633	-5	1
312	1116	Longmeadow	MA	42.170730999999996	-72.604842	-5	1
313	1118	Springfield	MA	42.093144	-72.5291	-5	1
314	1119	Springfield	MA	42.128442	-72.50932	-5	1
315	1128	Springfield	MA	42.095344	-72.48857	-5	1
316	1129	Springfield	MA	42.121031	-72.4896	-5	1
317	1133	Springfield	MA	42.170730999999996	-72.604842	-5	1
318	1138	Springfield	MA	42.170730999999996	-72.604842	-5	1
319	1139	Springfield	MA	42.170730999999996	-72.604842	-5	1
320	1144	Springfield	MA	42.101796	-72.59151	-5	1
321	1151	Indian Orchard	MA	42.153926	-72.50531	-5	1
322	1152	Springfield	MA	42.170730999999996	-72.604842	-5	1
323	1199	Springfield	MA	42.119943	-72.60498299999999	-5	1
324	1201	Pittsfield	MA	42.45384	-73.25399999999999	-5	1
325	1202	Pittsfield	MA	42.3929	-73.228483	-5	1
326	1203	Pittsfield	MA	42.3929	-73.228483	-5	1
327	1220	Adams	MA	42.619727000000005	-73.11842	-5	1
328	1222	Ashley Falls	MA	42.057496	-73.32177	-5	1
329	1223	Becket	MA	42.314448999999996	-73.09335	-5	1
330	1224	Berkshire	MA	42.3929	-73.228483	-5	1
331	1225	Cheshire	MA	42.551731	-73.1653	-5	1
332	1226	Dalton	MA	42.476575	-73.11547	-5	1
333	1227	Dalton	MA	42.516145	-73.09285200000001	-5	1
334	1229	Glendale	MA	42.279292	-73.34354499999999	-5	1
335	1230	Great Barrington	MA	42.189715	-73.35249	-5	1
336	1231	Sheffield	MA	42.153001	-73.29813100000001	-5	1
337	1235	Hinsdale	MA	42.433661	-73.09278	-5	1
338	1236	Housatonic	MA	42.266874	-73.36236	-5	1
339	1237	Lanesboro	MA	42.557346	-73.24364	-5	1
340	1238	Lee	MA	42.299263	-73.2327	-5	1
341	1240	Lenox	MA	42.36237	-73.27683	-5	1
342	1242	Lenox Dale	MA	42.336557	-73.24599	-5	1
343	1243	Middlefield	MA	42.356088	-73.010448	-5	1
344	1244	Mill River	MA	42.139103999999996	-73.20312	-5	1
345	1245	Monterey	MA	42.180659000000006	-73.20849	-5	1
346	1247	North Adams	MA	42.696064	-73.10145	-5	1
347	1252	North Egremont	MA	42.198648	-73.44623399999999	-5	1
348	1253	Otis	MA	42.198403000000006	-73.10205	-5	1
349	1254	Richmond	MA	42.374711	-73.36336	-5	1
350	1255	Sandisfield	MA	42.088972999999996	-73.12444	-5	1
351	1256	Savoy	MA	42.592506	-73.01123	-5	1
352	1257	Sheffield	MA	42.102694	-73.36591	-5	1
353	1258	South Egremont	MA	42.103122	-73.45734	-5	1
354	1259	Southfield	MA	42.0645	-73.24674	-5	1
355	1260	South Lee	MA	42.286586	-73.31327399999999	-5	1
356	1262	Stockbridge	MA	42.283215999999996	-73.31423000000001	-5	1
357	1263	Stockbridge	MA	42.3929	-73.228483	-5	1
358	1264	Tyringham	MA	42.224905	-73.20394	-5	1
359	1266	West Stockbridge	MA	42.328534999999995	-73.36407	-5	1
360	1267	Williamstown	MA	42.689962	-73.22355	-5	1
361	1270	Windsor	MA	42.443726	-73.116127	-5	1
362	1301	Greenfield	MA	42.605524	-72.60098	-5	1
363	1302	Greenfield	MA	42.522178000000004	-72.62416400000001	-5	1
364	1330	Ashfield	MA	42.521131	-72.81116	-5	1
365	1331	Athol	MA	42.579931	-72.20836	-5	1
366	1337	Bernardston	MA	42.678022999999996	-72.55569	-5	1
367	1338	Buckland	MA	42.569497999999996	-72.80199999999999	-5	1
368	1339	Charlemont	MA	42.626858	-72.87939	-5	1
369	1340	Colrain	MA	42.673371	-72.73104000000001	-5	1
370	1341	Conway	MA	42.508313	-72.70403	-5	1
371	1342	Deerfield	MA	42.542322	-72.6091	-5	1
372	1343	Drury	MA	42.642666	-72.986231	-5	1
373	1344	Erving	MA	42.607051	-72.41396	-5	1
374	1346	Heath	MA	42.669255	-72.80494	-5	1
375	1347	Lake Pleasant	MA	42.556558	-72.51810400000001	-5	1
376	1349	Turners Falls	MA	42.5737	-72.50525	-5	1
377	1350	Monroe Bridge	MA	42.712257	-72.97629	-5	1
378	1351	Montague	MA	42.534976	-72.52521999999999	-5	1
379	1354	Northfield	MA	42.522178000000004	-72.62416400000001	-5	1
380	1355	New Salem	MA	42.485898999999996	-72.33345	-5	1
381	1360	Northfield	MA	42.682285	-72.45649	-5	1
382	1364	Orange	MA	42.599614	-72.29263	-5	1
383	1366	Petersham	MA	42.474717999999996	-72.21226	-5	1
384	1367	Rowe	MA	42.694883000000004	-72.90961999999999	-5	1
385	1368	Royalston	MA	42.671012	-72.16999	-5	1
386	1369	Shattuckville	MA	42.522178000000004	-72.62416400000001	-5	1
387	1370	Shelburne Falls	MA	42.603446999999996	-72.72754	-5	1
388	1373	South Deerfield	MA	42.472734	-72.62451999999999	-5	1
389	1374	Charlemont	MA	42.636459	-72.798742	-5	1
390	1375	Sunderland	MA	42.449978	-72.56302	-5	1
391	1376	Turners Falls	MA	42.609425	-72.54438	-5	1
392	1378	Warwick	MA	42.667152	-72.32729	-5	1
393	1379	Wendell	MA	42.547274	-72.41724	-5	1
394	1380	Wendell Depot	MA	42.594454999999996	-72.36314	-5	1
395	1393	Whately	MA	42.459814	-72.593626	-5	1
396	1420	Fitchburg	MA	42.578689000000004	-71.80338	-5	1
397	1427	Westborough	MA	42.286575	-71.585753	-5	1
398	1430	Ashburnham	MA	42.658768	-71.93287	-5	1
399	1431	Ashby	MA	42.672005	-71.8137	-5	1
400	1432	Ayer	MA	42.549821	-71.59136	-5	1
401	1436	Baldwinville	MA	42.608903000000005	-72.08021	-5	1
402	1438	East Templeton	MA	42.563367	-72.03498	-5	1
403	1440	Gardner	MA	42.575355	-71.99183000000001	-5	1
404	1441	Gardner	MA	42.364807	-71.89686800000001	-5	1
405	1450	Groton	MA	42.609887	-71.55722	-5	1
406	1451	Harvard	MA	42.505928000000004	-71.5888	-5	1
407	1452	Hubbardston	MA	42.477515000000004	-71.99654	-5	1
408	1453	Leominster	MA	42.526523	-71.75358	-5	1
409	1460	Littleton	MA	42.540052	-71.49085	-5	1
410	1462	Lunenburg	MA	42.582839	-71.72051	-5	1
411	1463	Pepperell	MA	42.665686	-71.5929	-5	1
412	1464	Shirley	MA	42.559289	-71.64555	-5	1
413	1467	Still River	MA	42.488665999999995	-71.62411999999999	-5	1
414	1468	Templeton	MA	42.557796	-72.06824	-5	1
415	1469	Townsend	MA	42.658738	-71.69204	-5	1
416	1470	Groton	MA	42.446396	-71.459405	-5	1
417	1471	Groton	MA	42.446396	-71.459405	-5	1
418	1472	West Groton	MA	42.446396	-71.459405	-5	1
419	1473	Westminster	MA	42.544622	-71.9021	-5	1
420	1474	West Townsend	MA	42.669408000000004	-71.74578000000001	-5	1
421	1475	Winchendon	MA	42.675441	-72.0467	-5	1
422	1477	Winchendon Springs	MA	42.364807	-71.89686800000001	-5	1
423	1501	Auburn	MA	42.20361	-71.83843	-5	1
424	1503	Berlin	MA	42.380562	-71.62665	-5	1
425	1504	Blackstone	MA	42.028147	-71.52999	-5	1
426	1505	Boylston	MA	42.338392	-71.73026	-5	1
427	1506	Brookfield	MA	42.200374	-72.09787	-5	1
428	1507	Charlton	MA	42.135142	-71.96961	-5	1
429	1508	Charlton City	MA	42.109747999999996	-72.07945500000001	-5	1
430	1509	Charlton Depot	MA	42.364807	-71.89686800000001	-5	1
431	1510	Clinton	MA	42.418836	-71.68482	-5	1
432	1515	East Brookfield	MA	42.212777	-72.05311	-5	1
433	1516	Douglas	MA	42.061437	-71.72887	-5	1
434	1517	East Princeton	MA	42.364807	-71.89686800000001	-5	1
435	1518	Fiskdale	MA	42.12515	-72.12393	-5	1
436	1519	Grafton	MA	42.201674	-71.68771	-5	1
437	1520	Holden	MA	42.338962	-71.84434	-5	1
438	1521	Holland	MA	42.054676	-72.16136999999999	-5	1
439	1522	Jefferson	MA	42.369658	-71.87418000000001	-5	1
440	1523	Lancaster	MA	42.473131	-71.67945999999999	-5	1
441	1524	Leicester	MA	42.238942	-71.91908000000001	-5	1
442	1525	Linwood	MA	42.364807	-71.89686800000001	-5	1
443	1526	Manchaug	MA	42.364807	-71.89686800000001	-5	1
444	1527	Millbury	MA	42.196144	-71.76272	-5	1
445	1529	Millville	MA	42.036396	-71.57798000000001	-5	1
446	1531	New Braintree	MA	42.317121	-72.12248000000001	-5	1
447	1532	Northborough	MA	42.321917	-71.64692	-5	1
448	1534	Northbridge	MA	42.140741	-71.64376	-5	1
449	1535	North Brookfield	MA	42.267274	-72.07823	-5	1
450	1536	North Grafton	MA	42.231444	-71.70523	-5	1
451	1537	North Oxford	MA	42.170846000000004	-71.88989000000001	-5	1
452	1538	North Uxbridge	MA	42.364807	-71.89686800000001	-5	1
453	1540	Oxford	MA	42.117527	-71.8657	-5	1
454	1541	Princeton	MA	42.451569	-71.882	-5	1
